month,gas,total_standard_liters,total_minutes,avg_slpm,min_slpm,max_slpm,logs_count,rows_used,updated_at
2026-02,Argon,565.9195043957627,47.96666666666667,11.79818285745162,11.245067219794414,12.361092451276493,1,1440,2026-02-25 16:11:42
2024-11,Argon,2330.3384063602734,190.86666666666667,12.20924767565634,0.0,26.949599385261536,4,5730,2026-02-25 16:11:42
