updated_at,A_level_kg,A_type,B_level_kg,B_type,C_level_kg,C_type,D_level_kg,D_type
2026-03-06 19:17:36,1.1,DP-1032,0.5,DS-2015,0.7,Coating_OF_136,3.0,Coating_KS_2-002
