updated_at,A_level_kg,A_type,B_level_kg,B_type,C_level_kg,C_type,D_level_kg,D_type
2026-02-14 06:34:21,3.0,DP-1032,0.8,DS-2015,1.7,Coating_OF_136,2.5,Coating_KS_2-002
