Data Log
Date/Time,[plc]BareFibreDiaDisplay,[plc]diadevbaremv,[plc]PfProcessPsn,[plc]cpspdactval,[plc]CpLenTareVal,[plc]GoodFibreStartState,[plc]FrnTmpMv,[plc]FrnPwrMv,[plc]pfspdactval,[plc]FrnMFC1MV,[plc]FrnMFC2MV,[plc]FrnMFC3MV,[plc]FrnMFC4MV,[plc]CaneSpdActVal,[plc]TenTareVal,[plc]TrendMarkerPulse,[plc]CoatedOuterFibreDiaDisplay,[plc]FrnMFC1SP,[plc]FrnMFC3SP,[plc]FrnMFC4SP,[plc]FrnMFC2SP,[plc]FrnTmpSP,[plc]UVLamp1Intensity,[plc]UVLamp2Intensity,[plc]UVHiLo[0].status,[plc]UVHiLO[1].Status,plc]PolyXDia,plc]PolyYDia,[plc]PloyMajorAxis,[plc]PolyMinorAxis,[plc]DiaDevXYBareMV,[plc]CoatedInnerFibreDiaDisplay,
19/11/2024 12:44:28791,400.010009765625,10.0500001907349,-9999,0,0,0,1599.82177734375,12.5622787475586,-4.55999979749322E-03,4.98199987411499,0.983999967575073,4.9520001411438,0.984799981117249,0,-14.0763244628906,0,2,5,5,1,1,1600,0,0,2,2,0,0,0,0.941979467868805,9.99999977648258E-03,1
19/11/2024 12:44:33772,400.010009765625,10.0500001907349,-9999,0,0,0,1599.95629882813,12.590518951416,-2.3999999393709E-04,4.98199987411499,0.983999967575073,4.9520001411438,0.984000027179718,0,-14.0822553634644,0,2,5,5,1,1,1600,0,0,2,2,0,0,0,0.941979467868805,9.99999977648258E-03,1
19/11/2024 12:44:38809,400.010009765625,10.0500001907349,-9999,0,0,0,1600.62817382813,12.5827865600586,0,4.98199987411499,0.986000001430511,4.9520001411438,0.984000027179718,0,-14.090518951416,0,2,5,5,1,1,1600,0,0,2,2,0,0,0,0.941979467868805,9.99999977648258E-03,1
19/11/2024 12:44:43794,400.010009765625,10.0500001907349,-9999,0,0,0,1599.82177734375,12.6068077087402,-7.91999977082014E-03,4.98199987411499,0.986000001430511,4.9539999961853,0.984000027179718,0,-14.0927772521973,0,2,5,5,1,1,1600,0,0,2,2,0,0,0,0.941979467868805,9.99999977648258E-03,1
19/11/2024 12:44:48775,400.010009765625,10.0500001907349,-9999,0,0,0,1600.49377441406,12.5665159225464,2.3999999393709E-04,4.98199987411499,0.986000001430511,4.9539999961853,0.984000027179718,0,-14.1199951171875,0,2,5,5,1,1,1600,0,0,2,2,0,0,0,0.941979467868805,9.99999977648258E-03,1
19/11/2024 12:44:53812,400.010009765625,10.0500001907349,-9999,0,0,0,1599.82177734375,12.5944232940674,-9.5999997574836E-04,4.98199987411499,0.983999967575073,4.9539999961853,0.984000027179718,0,-14.1056718826294,0,2,5,5,1,1,1600,0,0,2,2,0,0,0,0.941979467868805,9.99999977648258E-03,1
19/11/2024 12:44:58794,400.010009765625,10.0500001907349,-9999,0,0,0,1599.95629882813,12.533917427063,-2.8800000436604E-03,4.98199987411499,0.983999967575073,4.9539999961853,0.984000027179718,0,-14.1335000991821,0,2,5,5,1,1,1600,0,0,2,2,0,0,0,0.941979467868805,9.99999977648258E-03,1
19/11/2024 12:45:03775,400.010009765625,10.0500001907349,-9999,0,0,0,1600.09069824219,12.6153602600098,2.64000007882714E-03,4.98199987411499,0.986000001430511,4.9520001411438,0.984000027179718,0,-14.1158332824707,0,2,5,5,1,1,1600,0,0,2,2,0,0,0,0.941979467868805,9.99999977648258E-03,1
19/11/2024 12:45:08812,400.010009765625,10.0500001907349,-9999,0,0,0,1600.22497558594,12.5522708892822,-9.5999997574836E-04,4.98199987411499,0.983999967575073,4.9539999961853,0.984799981117249,0,-14.1160316467285,0,2,5,5,1,1,1600,0,0,2,2,0,0,0,0.941979467868805,9.99999977648258E-03,1
19/11/2024 12:45:13793,400.010009765625,10.0500001907349,-9999,0,0,0,1600.09069824219,12.5635061264038,-1.4400000218302E-03,4.98199987411499,0.986000001430511,4.9539999961853,0.984000027179718,0,-14.1347799301147,0,2,5,5,1,1,1600,0,0,2,2,0,0,0,0.941979467868805,9.99999977648258E-03,1
